,timestamp,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-command,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
0,2023-05-11 07:22:54,18.125000000000007,9.5,23.25,22.73026315789474,975.0,44.99999999999999,11.5,975.0,0,1.0,3.377697287300029,12.312576,0,1.0,6.912739431027498,18.313216,0,1.0,8.951355701374272,10.870784,0,1.0,2.1283130549161466,5.193728,0,1.0,0.4779387235526369,10.79296,0,1.0,0.2110286211667439,1.88416,0,1.0,0.023783891543662988,11.3664,0,1.0,1.3061161776332482,9.87136,0,1.0,1.0910767307382574,12.992512,0.021620873057432065,0.0,0.0,0.0,0.027190332326283987
1,2023-05-11 07:25:04,16.0,22.75,4.8,22.637499999999996,975.0,24.25,10.0,975.0,1,1.0,3.757713884994457,12.73856,0,1.0,8.813031066347781,19.013632,0,1.0,8.45840744400527,12.730368,0,1.0,2.216735614892824,5.525504,0,1.0,0.5815808181991109,10.93632,0,1.0,0.26980198019751217,1.929216,0,1.0,0.08884080370863463,11.3664,0,1.0,1.4592537119045599,10.129408,0,1.0,1.2254820936629995,12.664832,0.0308641975308642,0.0,0.0,0.0,0.009646302250803858
2,2023-05-11 07:27:15,18.624999999999975,9.75,23.5,38.9772727272727,975.0,24.25,24.826923076923073,975.0,0,1.0,3.307042735040654,12.41088,0,1.0,6.633602399768229,19.062784,0,1.0,6.1684060479560605,13.111296,0,1.0,2.231329311420847,5.378048,2,1.0,100.01693145135727,16.760832,0,1.0,0.18662954429115253,1.896448,0,1.0,0.01234781242733334,11.3664,0,1.0,0.7657711696786135,10.207232,0,1.0,1.1133527568579205,12.853248,0.017241379310344827,0.0,0.0,0.0,0.008450704225352114
3,2023-05-11 07:29:25,24.55000000000001,9.5,22.0,22.797872340425528,975.0,46.66666666666666,9.5,975.0,0,1.0,3.6578127135972567,12.63616,0,1.0,8.31691082486856,18.010112,3,1.0,13.821527446300742,497.717248,0,1.0,2.4017353924534404,5.787648,0,1.0,0.4758825319545126,12.201984,0,1.0,0.2567395353400877,1.912832,0,1.0,0.01817474973324474,11.3664,0,1.0,1.7711410601985302,9.801728,0,1.0,1.1807589055238545,13.090816,0.00543462301857038,0.0,0.0,0.0,0.01759530791788856
4,2023-05-11 07:31:36,21.931818181818166,9.75,23.5,22.836538461538463,975.0,46.25,9.454545454545453,975.0,0,1.0,3.1318785366155795,12.30848,4,0.5,8.51932373140665,27.344896,0,1.0,8.342997465145723,12.525568,0,1.0,2.795494816211122,8.536064,0,1.0,0.25687449826007874,12.767232,0,1.0,0.27539107013320574,1.92512,0,1.0,0.01897780982353301,11.3664,0,1.0,0.69042130365671,10.153984,0,1.0,1.123447098976029,13.012992,0.03636363636363636,0.0,0.0,0.0,0.020710059171597635
5,2023-05-11 07:33:47,16.93749999999998,9.75,,23.425,975.0,24.25,10.0,975.0,0,1.0,3.917367490157428,12.488704,0,1.0,12.006937141960293,28.884992,0,1.0,8.448868147194464,13.197312,0,1.0,2.1689762070836425,5.67296,0,1.0,0.7382849829345797,12.091392,0,1.0,0.16336349924579244,1.908736,0,1.0,0.03039491733490242,11.3664,0,1.0,1.2452034883742193,9.56416,1,1.0,1.287815421191388,12.570624,0.030120481927710847,0.0,0.0,0.0,0.01298701298701299
6,2023-05-11 07:35:57,197.4999999999996,96.25,212.49999999999994,221.5909090909091,975.0,24.25,91.42857142857142,975.0,0,1.0,2.397134328364153,12.292096,0,1.0,10.663862877169919,10.83392,0,1.0,8.352191533137965,13.758464,2,1.0,99.97183340762912,12.77952,0,1.0,0.5246979270588685,12.091392,0,1.0,0.13089688744725944,1.908736,0,1.0,0.02414300908446235,11.3664,0,1.0,1.4188376901508255,9.699328,0,1.0,0.8611762550408862,12.668928,0.03401360544217687,0.0,0.0,0.0,0.020134228187919465
7,2023-05-11 07:38:08,13.125000000000037,9.5,19.749999999999993,22.284482758620697,975.0,40.0,9.125,975.0,0,1.0,3.7852120782814787,12.783616,0,1.0,10.104483830434528,10.58816,0,1.0,7.820818193208831,13.76256,0,1.0,2.215788272872422,6.242304,0,1.0,0.6387641383892388,12.500992,3,1.0,0.306293456944129,414.674944,0,1.0,0.01777702702900176,11.3664,0,1.0,1.5970066841032506,9.928704,0,1.0,1.0610117211593115,13.06624,0.00602409638554217,0.0,0.0,0.0,0.0
8,2023-05-11 07:40:18,15.500000000000004,9.583333333333332,22.375,22.96710526315789,975.0,24.25,9.555555555555555,975.0,0,1.0,3.36526286037582,12.734464,0,1.0,10.996788088274391,11.014144,0,1.0,8.946477062745936,13.08672,0,1.0,2.2926682622147165,7.012352,0,1.0,0.4064227265710544,12.414976,0,1.0,0.2224775514148132,2.187264,4,0.5,2.595833284348153,19.976192,0,1.0,1.2636583924354485,10.416128,0,1.0,0.9496127647640228,13.729792,0.016759776536312845,0.0,0.0,0.0,0.0058309037900874635
9,2023-05-11 07:42:28,453.1249999999999,,,24.06818181818182,975.0,46.875,11.5,975.0,2,1.0,99.8242710637397,18.169856,0,1.0,8.783685537872854,10.817536,0,1.0,8.631021832498309,12.34944,0,1.0,1.5524295357345574,6.537216,0,1.0,0.7109727683126317,12.132352,0,1.0,0.15186098391487327,2.187264,0,1.0,2.293065194265741,20.80768,0,1.0,1.9203926096971562,10.166272,0,1.0,1.255976819562777,13.275136,0.03333333333333333,0.0,0.0,0.0,0.013468013468013471
10,2023-05-11 07:44:39,26.249999999999975,,23.5,23.570312499999993,975.0,24.25,9.5,975.0,0,1.0,3.9568316729417803,12.632064,0,1.0,9.312501109828654,10.678272,0,1.0,7.457774647887301,13.082624,0,1.0,2.3405063291139108,7.663616,3,1.0,0.5538255751737811,455.569408,0,1.0,0.19906406939584448,2.187264,0,1.0,2.2485195797516715,9.457664,0,1.0,1.7847005742431494,9.838592,0,1.0,0.9821277507108545,13.340672,0.019108280254777066,0.0,0.0,0.0,0.012084592145015106
11,2023-05-11 07:46:49,18.812499999999993,9.5,22.75,22.904411764705877,975.0,45.41666666666666,11.5,975.0,0,1.0,3.7664944478767217,12.41088,0,1.0,8.409838783970608,11.198464,4,0.5,6.091559259037229,22.605824,0,1.0,1.8466879535559193,7.143424,0,1.0,0.540464083648891,12.361728,0,1.0,0.1725729479137089,2.195456,0,1.0,2.1958369098712507,8.364032,0,1.0,1.2610279297433757,9.551872,0,1.0,0.8832119650455781,13.606912,0.026143790849673203,0.0,0.0,0.0,0.013157894736842108
12,2023-05-11 07:49:00,17.285714285714253,,9.0,22.94642857142857,975.0,24.25,9.600000000000001,975.0,0,1.0,3.508578451443187,12.398592,1,1.0,10.028206531654728,11.50976,0,1.0,8.137354600543285,26.615808,0,1.0,2.292106184364034,7.35232,0,1.0,0.6597730449790508,12.447744,0,1.0,0.22784973258566113,2.21184,0,1.0,2.430396713868769,8.261632,0,1.0,2.346314926596419,9.920512,0,1.0,1.2603598604926027,13.492224,0.05263157894736842,0.0,0.0,0.0,0.020270270270270264
13,2023-05-11 07:51:10,30.71428571428571,23.75,95.0,24.61764705882353,975.0,24.25,20.799999999999997,975.0,0,1.0,2.617292398742771,12.214272,0,1.0,11.277470189630687,11.231232,0,1.0,7.996595193876963,12.435456,0,1.0,1.6939393939393947,8.278016,0,1.0,0.5554377674184154,12.734464,0,1.0,0.11877963422938007,2.187264,0,1.0,2.3459231708025796,8.200192,0,1.0,0.9921455593564552,10.326016,2,1.0,99.6424976071179,19.521536,0.038461538461538464,0.0,0.0,0.0,0.02432432432432433
14,2023-05-11 07:53:21,23.124999999999964,24.25,21.249999999999993,22.479166666666664,975.0,45.0,9.409090909090907,975.0,0,1.0,3.3829853786288666,12.771328,0,1.0,11.11390272487545,11.083776,0,1.0,6.900539870785064,12.509184,3,1.0,2.112667700397769,582.742016,0,1.0,0.5087937062937339,12.877824,0,1.0,0.31262346602828156,2.195456,0,1.0,2.1869276476756285,8.675328,0,1.0,1.4851465798039991,9.654272,0,1.0,1.4189220082633964,13.627392,0.0273972602739726,0.0,0.0,0.0,0.011594202898550728
15,2023-05-11 07:55:31,19.75,9.75,23.5,23.80882352941176,4875.0,24.25,9.61111111111111,4875.0,0,1.0,3.4347536286009466,12.468224,0,1.0,10.769854926835471,11.104256,0,1.0,7.879892761394077,13.545472,0,1.0,2.471356147021475,7.8848,0,1.0,0.46662630543419426,13.287424,4,0.5,0.21503434660103188,3.448832,0,1.0,2.124703130622521,8.097792,0,1.0,2.303703491369973,10.182656,0,1.0,0.7400713719238711,13.29152,0.0059880239520958105,0.7272727272727273,1.0,0.0,0.028571428571428574
16,2023-05-11 07:57:42,22.049999999999983,9.25,9.583333333333332,22.84374999999999,975.0,24.25,9.5,975.0,0,1.0,4.205459770120164,12.238848,0,1.0,12.186021951942902,12.00128,0,1.0,8.28340432122669,12.189696,0,1.0,2.6518988739236047,7.774208,0,1.0,0.38878893097631534,13.04576,0,1.0,0.22843029637760695,3.579904,1,1.0,2.3126599131693077,8.66304,0,1.0,0.9870511425477634,9.609216,0,1.0,1.0577050229289127,14.106624,0.028409090909090908,0.0,0.0,0.0,0.016393442622950817
17,2023-05-11 07:59:53,23.821428571428612,22.0,23.0,22.690789473684205,975.0,24.25,15.99999999999998,975.0,3,1.0,4.340192120284831,477.57312,0,1.0,10.620778176419726,12.132352,0,1.0,8.875866741953667,11.665408,0,1.0,2.613272602605572,8.613888,0,1.0,0.40466197183089303,12.906496,0,1.0,0.2667617812364891,1.376256,0,1.0,2.6338919091781365,8.126464,0,1.0,2.101768846081467,10.125312,0,1.0,1.1106164023956278,13.787136,0.026178010471204192,0.0,0.0,0.0,0.014749262536873156
18,2023-05-11 08:02:03,19.288461538461533,9.75,9.5,23.52142857142857,975.0,24.25,10.0,975.0,0,1.0,3.963169291329375,12.5952,0,1.0,10.60448901623679,11.190272,0,1.0,7.884246112238063,12.447744,0,1.0,2.5095635642254877,10.559488,4,0.5,0.8623022040141632,20.307968,0,1.0,0.22379984022078608,0.823296,0,1.0,2.4306595730168556,8.118272,0,1.0,0.8387019518628034,9.945088,0,1.0,0.7203198282207797,14.262272,0.03875968992248062,0.0,0.0,0.0,0.0076045627376425855
19,2023-05-11 08:04:13,22.272727272727238,8.749999999999998,21.249999999999993,22.986842105263158,975.0,46.25,15.249999999999982,975.0,0,1.0,4.5041562478994654,12.51328,0,1.0,11.373682625715126,12.1856,1,1.0,8.089094449853892,12.77952,0,1.0,2.652337349397648,10.756096,0,1.0,0.5701432727671958,21.397504,0,1.0,0.29572275834338574,0.8192,0,1.0,2.573980271927438,8.2944,0,1.0,1.5556275204692491,9.732096,0,1.0,1.2214944990025012,13.406208,0.024390243902439022,0.0,,0.0,0.011019283746556476