,timestamp,latency_edgex-core-command_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-command,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-ui_edgex-core-metadata,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-device-mqtt,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
0,2023-06-01 13:03:31,9.45,23.875,975.0,20.749999999999996,9.666666666666666,23.734374999999996,45.0,975.0,0,1.0,3.424340147806984,11.608064,0,1.0,4.543232576912823,11.18208,0,1.0,0.8703865336644977,13.553664,0,1.0,0.360892713427831,11.6736,0,1.0,10.343137113624804,14.893056,0,1.0,7.818783204798888,16.257024,0,1.0,1.073139788293867,11.169792,0,1.0,1.6677513558615156,14.15168,0,1.0,0.19827507943710773,0.83968,0.03000131953024723,0.0,0.0,0.0,0.020231213872832367
1,2023-06-01 13:04:31,9.375,4.8,975.0,11.750000000000016,,23.254310344827587,46.24999999999999,975.0,0,1.0,2.6676313422570397,10.89536,0,1.0,4.033302698638316,11.538432,0,1.0,1.2111930561068884,13.824,0,1.0,0.45263994258766305,11.255808,0,1.0,10.794098303911877,16.26112,0,1.0,8.097876149904092,15.618048,0,1.0,0.5157951193349337,11.812864,0,1.0,1.6468647380766879,13.643776,0,1.0,0.1950289761751369,0.802816,0.048952280823411645,0.0,0.0,0.0,0.01744186046511628
2,2023-06-01 13:05:31,9.535714285714285,9.625,975.0,22.56250000000002,9.5,22.993243243243242,42.499999999999986,975.0,0,1.0,2.4015879380864322,10.89536,0,1.0,3.9357656903766114,11.116544,0,1.0,1.507957884426996,14.2336,0,1.0,0.31729822834646465,11.22304,0,1.0,8.32507573383489,15.446016,0,1.0,7.815044548153821,16.150528,0,1.0,0.8951669658886716,11.710464,0,1.0,1.5043443065298443,13.799424,0,1.0,0.2494459452009668,0.8192,0.021276595744680854,0.0,0.0,0.0,0.014005602240896357
3,2023-06-01 13:06:31,9.642857142857142,23.875,975.0,22.074999999999996,9.666666666666666,22.98214285714285,24.25,975.0,0,1.0,2.520302986372867,10.862592,0,1.0,4.386104133363789,11.128832,0,1.0,1.894546370241746,13.615104,0,1.0,0.37050887136521415,11.370496,0,1.0,9.188341163236359,15.200256,0,1.0,7.452608728198089,16.142336,0,1.0,1.023211330994741,10.989568,0,1.0,1.5312783379577064,14.11072,0,1.0,0.24897363465151864,0.811008,0.042682926829268296,0.0,0.0,0.0,0.01955307262569832
4,2023-06-01 13:07:31,9.954545454545453,23.125,975.0,19.675000000000004,22.75,23.11057692307692,24.25,975.0,0,1.0,2.556861524531664,11.300864,0,1.0,4.407829319290491,11.272192,0,1.0,1.529135577797896,13.930496,0,1.0,0.5481933499903774,11.341824,0,1.0,10.024161751421307,15.634432,0,1.0,7.232275021025907,17.043456,0,1.0,1.0639023469451965,11.534336,0,1.0,1.6401987852015476,13.80352,0,1.0,0.18065653227588024,0.872448,0.012987012987012988,0.0,0.0,0.0,0.009009009009009009
5,2023-06-01 13:08:31,9.583333333333332,19.749999999999993,975.0,20.363636363636374,9.75,22.871621621621617,45.0,975.0,0,1.0,2.707518753606442,11.460608,0,1.0,4.4924695823741825,11.145216,0,1.0,1.55645495340058,13.959168,0,1.0,0.654072357868468,11.239424,0,1.0,9.52328539535868,15.519744,0,1.0,6.563848331760686,16.900096,0,1.0,1.0759426992997736,10.97728,0,1.0,1.5839664450776183,13.914112,0,1.0,0.321060275962246,0.79872,0.03164556962025317,0.0,0.0,0.0,0.015772870662460567
6,2023-06-01 13:09:32,9.666666666666666,23.875,975.0,19.749999999999975,9.75,23.012499999999996,24.25,975.0,0,1.0,2.4822709571634833,10.73152,0,1.0,4.035739644970126,11.350016,0,1.0,1.3122661290316089,13.553664,0,1.0,0.39926239799119484,11.403264,0,1.0,9.559437219473029,14.401536,0,1.0,7.050122133260839,16.601088,0,1.0,0.9397201356917567,11.329536,0,1.0,1.5155574043260327,14.00832,0,1.0,0.24030489592491694,0.806912,0.03157894736842105,0.0,0.0,0.0,0.02949852507374631
7,2023-06-01 13:10:32,9.954545454545453,22.0,975.0,9.918367346938776,23.5,23.09239130434782,47.5,975.0,0,1.0,2.837165124208433,10.6496,0,1.0,4.027927694170593,11.24352,0,1.0,1.316170613367843,14.200832,0,1.0,0.4378857580985526,11.309056,0,1.0,10.252820467265233,16.371712,0,1.0,7.093603965069631,16.293888,0,1.0,1.293848202396819,10.9568,0,1.0,1.4921426945835243,13.881344,0,1.0,0.2555878084179291,0.827392,0.017142857142857144,0.0,0.0,0.0,0.005730659025787966
8,2023-06-01 13:11:32,9.892857142857142,23.25,975.0,25.24999999999995,9.75,23.65625,24.25,975.0,0,1.0,2.582691717320465,10.89536,0,1.0,4.624190800681806,11.218944,0,1.0,1.3052045509550538,13.45536,0,1.0,0.5783293932230198,11.034624,0,1.0,8.95210688028103,16.2816,0,1.0,7.000972762646391,16.625664,0,1.0,1.245635935228345,10.77248,0,1.0,1.6597340647546797,13.758464,0,1.0,0.24017323516670594,0.802816,0.021390374331550804,0.0,0.0,0.0,0.010869565217391304
9,2023-06-01 13:12:32,9.75,22.375,975.0,19.85714285714286,9.5,22.629032258064512,24.25,975.0,0,1.0,2.692562441158591,11.063296,0,1.0,4.561214154972667,11.20256,0,1.0,1.8684210526310734,13.692928,0,1.0,0.3761592263189613,11.34592,0,1.0,9.285398727069056,15.323136,0,1.0,7.948560803272309,16.011264,0,1.0,1.1157513102161167,10.801152,0,1.0,1.5676124616810074,14.086144,0,1.0,0.22753375166383402,0.79872,0.042425476126430675,0.0,0.0,0.0,0.01910828025477707
10,2023-06-01 13:13:32,9.5625,,975.0,17.99999999999999,9.5,24.349056603773583,46.25,975.0,0,1.0,2.594561510353257,11.300864,0,1.0,4.394087136929483,11.38688,0,1.0,0.9752815746306719,14.221312,0,1.0,0.5137461547225686,11.218944,0,1.0,8.503061951103744,14.70464,0,1.0,7.08427299703243,16.326656,0,1.0,1.0880741560598044,11.1616,0,1.0,1.6809903742213699,14.372864,0,1.0,0.22165771047052354,0.794624,0.024038461538461536,0.0,0.0,0.0,0.01395348837209302
11,2023-06-01 13:14:32,9.681818181818182,9.25,975.0,20.799999999999997,,23.79999999999999,48.125,975.0,0,1.0,2.5839699040837765,10.829824,0,1.0,4.012127981078687,11.587584,0,1.0,1.82558279340086,14.077952,0,1.0,0.4742815852370659,11.558912,0,1.0,9.938727105019849,15.474688,0,1.0,7.739575427597188,16.613376,0,1.0,1.0386829268292685,11.42784,0,1.0,1.6290250755446323,13.84448,0,1.0,0.28377128053298833,0.8192,0.03571428571428572,0.0,0.0,0.0,0.017045454545454548
12,2023-06-01 13:15:32,9.59090909090909,22.0,975.0,18.58333333333334,4.8,22.45348837209302,24.25,975.0,0,1.0,2.40193301116469,10.846208,0,1.0,3.7913425047439406,11.636736,0,1.0,1.6733854094013005,14.21312,0,1.0,0.7140794034240203,11.169792,0,1.0,9.909225456339504,15.716352,0,1.0,6.216129930394799,17.645568,0,1.0,1.3740268236833426,11.10016,0,1.0,1.4967682061360752,14.258176,0,1.0,0.21620771596309402,0.83968,0.021165229156096744,0.0,0.0,0.0,0.012383900928792569
13,2023-06-01 13:16:32,9.555555555555555,23.5,975.0,29.166666666666654,9.75,23.216216216216218,24.25,975.0,0,1.0,2.975684340320715,10.928128,0,1.0,4.647809211017232,11.186176,0,1.0,2.019262596542627,13.815808,0,1.0,0.556206088992973,11.329536,0,1.0,10.169565217391236,15.81056,0,1.0,7.710536480686909,17.260544,0,1.0,1.4905613627564973,10.989568,0,1.0,1.592549019607758,13.877248,0,1.0,0.26809828835444455,0.794624,0.05063291139240506,0.0,0.0,0.0,0.023255813953488372
14,2023-06-01 13:17:33,9.649999999999999,24.0,975.0,21.999999999999996,9.75,23.593749999999996,24.25,975.0,0,1.0,2.7894001932026202,11.096064,0,1.0,4.1507107752470365,11.513856,0,1.0,1.3282872780674078,14.241792,0,1.0,0.3931752458068166,11.206656,0,1.0,8.699854208084945,14.454784,0,1.0,8.227652379079101,16.449536,0,1.0,1.168709528214616,11.124736,0,1.0,1.6517568802681335,13.799424,0,1.0,0.2980469695746558,0.79872,0.03164556962025316,0.0,0.0,0.0,0.009316770186335402
15,2023-06-01 13:18:33,9.375,23.125,975.0,26.999999999999957,9.649999999999999,23.221428571428575,47.5,975.0,0,1.0,2.3880636758321976,11.194368,0,1.0,3.6857581215394917,11.546624,0,1.0,1.4912980030712704,13.643776,0,1.0,0.452939299672951,11.69408,0,1.0,8.408229915088159,15.601664,0,1.0,6.867546784620616,16.433152,0,1.0,0.9989936180657549,10.8544,0,1.0,1.4493205783236232,13.975552,0,1.0,0.1849680170576082,0.8192,0.027173913043478264,0.0,0.0,0.0,0.014124293785310734
16,2023-06-01 13:19:33,9.692307692307693,23.5,975.0,19.187499999999996,9.625,23.16860465116279,45.0,975.0,0,1.0,2.7261970853574486,10.645504,0,1.0,4.080506203473434,11.22304,0,1.0,0.9176719323445808,13.852672,0,1.0,0.612261660310982,11.091968,0,1.0,9.861353955375261,15.433728,0,1.0,7.752220691117599,15.900672,0,1.0,1.2594460376303007,10.858496,0,1.0,1.7789545516581655,13.80352,0,1.0,0.21872831712443225,0.811008,0.03550295857988166,0.0,0.0,0.0,0.016611295681063124
17,2023-06-01 13:20:33,9.4375,4.8,975.0,18.916666666666664,,23.485294117647065,24.25,975.0,0,1.0,2.543571726728789,10.747904,0,1.0,3.8173847316708196,11.415552,0,1.0,1.7957590037030644,13.70112,0,1.0,0.5039346537824949,11.259904,0,1.0,9.229812956204679,15.880192,0,1.0,8.111865902073413,15.745024,0,1.0,0.9981715619529258,11.661312,0,1.0,1.305395710335608,14.012416,0,1.0,0.25989365998120323,0.79872,0.016393442622950817,0.0,0.0,0.0,0.005586592178770949
18,2023-06-01 13:21:33,9.600000000000001,9.583333333333332,975.0,12.999999999999947,4.8,23.108695652173914,42.499999999999986,975.0,0,1.0,2.7327928631895047,10.883072,0,1.0,4.606312310658209,11.153408,0,1.0,1.8532070707077064,13.815808,0,1.0,0.4341519416991215,11.108352,0,1.0,9.78807511737141,15.212544,0,1.0,7.78724042590747,16.617472,0,1.0,0.994495084897167,10.91584,0,1.0,1.5517653523836314,14.000128,0,1.0,0.17919527192406928,0.823296,0.02857142857142857,0.0,0.0,0.0,0.01457725947521866
19,2023-06-01 13:22:33,9.4375,22.75,975.0,10.374999999999927,9.75,23.842391304347828,24.25,975.0,0,1.0,2.6559247648901017,10.952704,0,1.0,4.21652425886017,11.186176,0,1.0,1.0983578989010454,13.615104,0,1.0,0.49352339634331904,11.198464,0,1.0,9.244836533471851,15.527936,0,1.0,7.290161961590703,16.429056,0,1.0,0.9883724938242924,11.071488,0,1.0,1.5455478915190508,13.869056,0,1.0,0.23522391269290335,0.802816,0.05555555555555556,0.0,0.0,0.0,0.03235294117647059
20,2023-06-01 13:23:33,9.5,23.75,975.0,28.75000000000001,9.75,23.706250000000004,24.25,975.0,0,1.0,2.551907898641079,11.567104,0,1.0,4.24950861518843,11.231232,0,1.0,1.154581826575753,13.697024,0,1.0,0.544638723041295,11.272192,0,1.0,9.770123147341364,15.069184,0,1.0,7.185382813090382,17.276928,0,1.0,1.0234402997231318,11.137024,0,1.0,1.2808451542505237,13.889536,0,1.0,0.2260866598430045,0.843776,0.04093567251461989,0.0,0.0,0.0,0.019718309859154924
21,2023-06-01 13:24:34,14.499999999999977,23.5,975.0,21.17499999999999,23.5,23.918269230769226,43.74999999999999,975.0,0,1.0,2.75808404202105,10.870784,0,1.0,4.148153893887776,11.317248,0,1.0,1.3392596715828753,13.651968,0,1.0,0.44888793227151597,11.415552,0,1.0,10.086846187255356,16.15872,0,1.0,7.896516818936596,16.592896,0,1.0,1.054497027715593,10.81344,0,1.0,1.5410628019323798,13.76256,0,1.0,0.22977535647022057,0.958464,0.013071895424836605,0.0,0.0,0.0,0.005665722379603399
22,2023-06-01 13:25:34,14.499999999999977,23.75,975.0,9.915,22.0,22.666666666666664,24.25,975.0,0,1.0,2.287197528745454,10.698752,0,1.0,3.7760705943421855,11.165696,0,1.0,1.491196083994573,13.778944,0,1.0,0.5421225879682323,11.1616,0,1.0,8.294459053343381,16.232448,0,1.0,6.340374572303229,16.52736,0,1.0,1.274810958224816,10.596352,0,1.0,1.5895097875187503,13.836288,0,1.0,0.2625897381756085,0.790528,0.03255813953488372,0.0,0.0,0.0,0.017811704834605594
23,2023-06-01 13:26:34,9.666666666666666,19.749999999999993,975.0,32.708333333333364,9.25,22.948529411764707,24.25,975.0,0,1.0,2.6594335649609424,10.883072,0,1.0,4.122622196664784,11.522048,0,1.0,1.551146857314381,13.524992,0,1.0,0.5153960396039886,11.264,0,1.0,9.094142343062376,15.478784,0,1.0,7.13754467240242,16.822272,0,1.0,0.962047501057565,10.87488,0,1.0,1.6722274538210884,13.893632,0,1.0,0.2454064952049246,0.991232,0.018867592135860756,0.0,0.0,0.0,0.00970873786407767
24,2023-06-01 13:27:34,9.555555555555555,22.0,975.0,17.75000000000004,9.75,22.829787234042556,46.25,975.0,0,1.0,2.54001610305962,10.989568,0,1.0,3.9005600968814376,11.03872,0,1.0,1.4984437720005166,14.118912,0,1.0,0.6880214285714155,11.554816,0,1.0,8.986541093657973,15.740928,0,1.0,7.099413989664867,16.15872,0,1.0,1.3364048436185165,11.157504,0,1.0,1.4252617181335043,14.1312,0,1.0,0.24762509773253796,0.806912,0.033707865168539325,0.0,0.0,0.0,0.01392757660167131
25,2023-06-01 13:28:34,9.166666666666666,9.0,975.0,20.49999999999997,4.8,22.6328125,24.25,975.0,0,1.0,2.5832644166293948,11.423744,0,1.0,4.16950516454504,11.583488,0,1.0,2.1346456293450373,13.877248,0,1.0,0.5957817969661598,11.513856,0,1.0,10.16810363134372,15.9744,0,1.0,7.513208453410196,16.838656,0,1.0,0.5932729502782356,11.231232,0,1.0,1.4475605506184446,13.709312,0,1.0,0.22730085757230725,0.794624,0.020133633399756153,0.0,0.0,0.0,0.009966777408637875
26,2023-06-01 13:29:34,9.59090909090909,21.249999999999993,975.0,15.374999999999954,9.75,23.212765957446805,24.25,975.0,0,1.0,2.5614905597881004,10.539008,0,1.0,4.154712354981441,11.354112,0,1.0,0.59619095143047,13.975552,0,1.0,0.5341133874956283,11.227136,0,1.0,10.919338902362188,16.338944,0,1.0,7.775052010120846,17.088512,0,1.0,1.1777257709250406,11.390976,0,1.0,1.8996544167229759,13.672448,0,1.0,0.24342912107731401,0.794624,0.006060606060606062,0.0,0.0,0.0,0.003105590062111801
27,2023-06-01 13:30:34,9.95,23.25,975.0,18.81249999999998,9.7,23.05,46.25,975.0,0,1.0,2.3562539283468746,10.612736,0,1.0,4.146956144159486,11.063296,0,1.0,1.3571887972877428,13.500416,0,1.0,0.3560095543019612,11.431936,0,1.0,9.529822630761348,16.093184,0,1.0,6.70871228588818,16.560128,0,1.0,1.1086006177239318,10.719232,0,1.0,1.5988716502115672,13.811712,0,1.0,0.2508065242858758,0.806912,0.0,0.0,0.0,0.0,0.003891050583657588
28,2023-06-01 13:31:35,9.59090909090909,22.0,975.0,31.785714285714278,9.75,23.548913043478258,24.25,975.0,0,1.0,2.6516289669142696,10.752,0,1.0,4.592601572257984,10.981376,0,1.0,2.0430833721463673,14.180352,0,1.0,0.34710466439133486,11.513856,0,1.0,9.806159338168653,16.420864,0,1.0,8.408308118365152,16.77312,0,1.0,0.9198367011278247,10.89536,0,1.0,1.3720886752136332,14.106624,0,1.0,0.1957901554404575,0.847872,0.026143790849673207,0.0,0.0,0.0,0.010075566750629723
29,2023-06-01 13:32:35,9.642857142857142,22.0,975.0,20.363636363636363,9.5,23.065789473684212,24.25,975.0,0,1.0,2.6418868419326667,11.087872,0,1.0,4.394092796792142,10.99776,0,1.0,1.1630905054468506,14.053376,0,1.0,0.43621730382296237,11.436032,0,1.0,9.404895392571508,16.666624,0,1.0,7.079881318367249,17.014784,0,1.0,0.8358727097396452,10.952704,0,1.0,1.4778225033542713,14.176256,0,1.0,0.18421596486689631,0.835584,0.022346368715083803,0.0,0.0,0.0,0.011111111111111112
30,2023-06-01 13:34:45,9.666666666666666,9.75,975.0,4781.249999999999,9.75,22.974999999999994,24.25,975.0,0,1.0,1.3622610015175736,11.440128,1,0.0,3.3481972469418704,22.581248,0,1.0,1.210491101298104,13.5168,0,1.0,0.24340155796549892,11.563008,0,1.0,6.656154129987931,15.372288,0,1.0,5.917383651705693,18.403328,0,1.0,0.7814935064935323,10.760192,0,1.0,0.3772889091739959,14.45888,0,1.0,0.1631294964029001,0.790528,0.02,0.0,0.0,,0.0380952380952381
31,2023-06-01 13:36:57,32.49999999999996,42.499999999999986,975.0,19.09375,21.249999999999993,37.5,48.75,975.0,0,1.0,2.698493395216046,11.235328,0,1.0,4.030397727272728,22.91712,0,1.0,0.9927263868584443,13.553664,2,1.0,100.22683416434629,16.523264,0,1.0,7.794331861351686,16.961536,0,1.0,5.957978052472371,16.293888,0,1.0,0.940151728013432,11.763712,0,1.0,1.2249496257916164,13.94688,0,1.0,0.18623065921203252,0.8192,0.023809863678538292,0.0,0.0,0.0,0.011461318051575933
32,2023-06-01 13:39:08,9.933333333333334,22.0,975.0,18.38636363636362,9.25,23.44444444444445,24.25,975.0,0,1.0,2.2247447447447195,10.346496,0,1.0,3.983770604395598,23.687168,0,1.0,1.1160338261657734,13.508608,0,1.0,0.4466056724611825,11.288576,0,1.0,7.6740467219296535,16.891904,3,1.0,14.767424108977742,489.971712,0,1.0,1.068563558881611,10.653696,0,1.0,1.5548805460750774,14.0288,0,1.0,0.20927699530519428,0.802816,0.03649635036496351,0.0,0.0,0.0,0.01791044776119403
33,2023-06-01 13:41:19,18.249999999999993,22.0,975.0,14.125000000000028,9.583333333333332,23.312500000000007,24.25,975.0,0,1.0,1.9945200155461258,10.317824,0,1.0,3.529317446307739,10.473472,0,1.0,1.5803693203581672,13.873152,0,1.0,0.5177026693029645,11.218944,4,0.5833333333333333,7.755349653547638,25.792512,0,1.0,7.080174266628426,14.831616,0,1.0,1.097723547623416,10.788864,0,1.0,1.375289217954536,13.90592,0,1.0,0.22768102658116454,0.802816,0.43068405384110925,0.0,0.0,0.0,0.00802139037433155
34,2023-06-01 13:43:30,9.6,487.5,2360.7142857142853,33.124999999999986,487.5,23.61842105263158,24.25,975.0,0,1.0,2.591368669449979,10.928128,0,1.0,4.020422701047914,10.252288,0,1.0,1.6339459394950047,13.938688,0,1.0,0.6869691358024649,11.272192,0,1.0,9.906395229282335,27.418624,0,1.0,7.731069558713396,14.082048,1,1.0,1.0379559407728212,11.751424,0,1.0,1.6965348472983044,14.094336,0,1.0,0.2197437053254645,0.79872,0.028409090909090908,0.0,0.0,0.0,0.014662756598240468
35,2023-06-01 13:45:41,94.99999999999999,4.8,975.0,356.25000000000097,95.0,224.24999999999997,47.5,975.0,2,1.0,99.71852879944485,16.310272,0,1.0,2.773044320658778,10.563584,0,1.0,0.7540155879357141,14.0288,0,1.0,0.5036417372138674,11.472896,0,1.0,8.743810777957863,11.563008,0,1.0,7.134140931580914,14.692352,0,1.0,0.7310940499040708,11.8784,0,1.0,1.3195997828279966,14.1312,0,1.0,0.13829184677301978,0.83968,0.03787764007151299,0.0,0.0,0.0,0.0176678445229682
36,2023-06-01 13:47:52,8.749999999999998,22.375,975.0,33.124999999999986,,22.95,40.0,975.0,0,1.0,2.728436115496159,10.805248,0,1.0,4.602598899659427,10.907648,0,1.0,1.4987960636522957,13.594624,0,1.0,0.4449037551277775,11.44832,0,1.0,9.333416059562913,10.99776,0,1.0,7.481922196796143,14.565376,0,1.0,1.0027123072902897,11.169792,0,1.0,1.4269266266728386,14.024704,3,1.0,0.29477227520788696,415.506432,0.02830188679245283,0.0,0.0,0.0,0.014245014245014245
37,2023-06-01 13:50:03,9.5,9.666666666666666,975.0,22.93749999999998,9.75,22.685714285714283,24.25,975.0,0,1.0,2.5905391448046493,10.825728,0,1.0,3.8720787341634484,10.891264,0,1.0,1.312540590690511,14.217216,0,1.0,0.29910286626619925,11.358208,0,1.0,8.56327989601388,11.726848,0,1.0,6.270736574746959,14.086144,0,1.0,0.9889294108112175,11.378688,4,0.5,1.8899534416949366,24.236032,0,1.0,0.1688151529604161,0.913408,0.04255319148936171,0.0,0.0,0.0,0.0196078431372549
38,2023-06-01 13:52:13,20.499999999999996,9.625,975.0,643.749999999998,9.75,24.72222222222222,46.25,975.0,0,1.0,1.7546383284563543,11.321344,2,1.0,100.0981097416449,16.30208,0,1.0,0.886690712353675,14.168064,0,1.0,0.39784272148982436,11.485184,0,1.0,9.293649355176017,11.931648,0,1.0,8.08428533824721,15.23712,0,1.0,0.9495976325216685,11.07968,0,1.0,1.595291990882653,23.994368,0,1.0,0.22747732030707438,0.954368,0.011235955056179778,0.0,0.0,0.0,0.005555555555555556
39,2023-06-01 13:54:24,9.692307692307693,4.8,975.0,16.916666666666636,9.75,22.810810810810807,45.0,975.0,0,1.0,2.5359343236903156,10.870784,0,1.0,4.272329985432855,10.682368,0,1.0,0.6609870221587264,13.836288,3,1.0,0.6436294656971003,483.975168,0,1.0,9.299147640791434,11.145216,0,1.0,7.680038199181567,13.799424,0,1.0,1.2162360573639222,10.9568,0,1.0,1.5691163930931575,10.113024,0,1.0,0.2274570897561439,0.933888,0.022388059701492536,0.0,0.0,0.0,0.009523809523809523
